suffix,status
AAA,Reserved
AAB,Reserved
AAC,Allocated
AAD,Allocated
AAE,Allocated
AAF,Allocated
AAG,Allocated
AAH,Allocated
AAI,Allocated
AAJ,Allocated
AAK,Allocated
AAL,Allocated
AAM,Allocated
AAN,Allocated
AAO,Allocated
AAP,Allocated
AAQ,Allocated
AAR,Allocated
AAS,Allocated
AAT,Reserved
AAU,Reserved
AAV,Reserved
AAW,Reserved
AAX,Allocated
AAY,Reserved
AAZ,Allocated
ABA,Reserved
ABB,Reserved
ABC,Reserved
ABD,Allocated
ABE,Reserved
ABF,Reserved
ABG,Reserved
ABH,Reserved
ABI,Reserved
ABJ,Reserved
ABK,Reserved
ABL,Allocated
ABM,Reserved
ABN,Reserved
ABO,Reserved
ABP,Reserved
ABQ,Reserved
ABR,Reserved
ABS,Reserved
ABT,Allocated
ABU,Reserved
ABV,Reserved
ABW,Allocated
ABX,Reserved
ABY,Reserved
ABZ,Reserved
ACA,Allocated
ACB,Reserved
ACC,Reserved
ACD,Allocated
ACE,Allocated
ACF,Reserved
ACG,Reserved
ACH,Reserved
ACI,Reserved
ACJ,Reserved
ACK,Reserved
ACL,Reserved
ACM,Reserved
ACN,Reserved
ACO,Allocated
ACP,Reserved
ACQ,Allocated
ACR,Allocated
ACS,Allocated
ACT,Reserved
ACU,Reserved
ACV,Allocated
ACW,Reserved
ACX,Reserved
ACY,Reserved
ACZ,Reserved
ADA,Allocated
ADB,Reserved
ADC,Reserved
ADD,Allocated
ADE,Allocated
ADF,Reserved
ADG,Reserved
ADH,Reserved
ADI,Reserved
ADJ,Reserved
ADK,Allocated
ADL,Allocated
ADM,Allocated
ADN,Allocated
ADO,Allocated
ADP,Reserved
ADQ,Reserved
ADR,Reserved
ADS,Not Allowed
ADT,Reserved
ADU,Reserved
ADV,Reserved
ADW,Reserved
ADX,Reserved
ADY,Reserved
ADZ,Reserved
AEA,Reserved
AEB,Reserved
AEC,Reserved
AED,Allocated
AEE,Reserved
AEF,Reserved
AEG,Reserved
AEH,Reserved
AEI,Reserved
AEJ,Reserved
AEK,Reserved
AEL,Reserved
AEM,Reserved
AEN,Reserved
AEO,Reserved
AEP,Reserved
AEQ,Reserved
AER,Allocated
AES,Allocated
AET,Reserved
AEU,Reserved
AEV,Reserved
AEW,Reserved
AEX,Reserved
AEY,Reserved
AEZ,Reserved
AFA,Allocated
AFB,Reserved
AFC,Reserved
AFD,Reserved
AFE,Reserved
AFF,Reserved
AFG,Reserved
AFH,Reserved
AFI,Reserved
AFJ,Reserved
AFK,Reserved
AFL,Allocated
AFM,Reserved
AFN,Reserved
AFO,Allocated
AFP,Allocated
AFQ,Reserved
AFR,Reserved
AFS,Reserved
AFT,Allocated
AFU,Reserved
AFV,Reserved
AFW,Reserved
AFX,Reserved
AFY,Reserved
AFZ,Reserved
AGA,Reserved
AGB,Reserved
AGC,Reserved
AGD,Reserved
AGE,Reserved
AGF,Reserved
AGG,Reserved
AGH,Reserved
AGI,Allocated
AGJ,Reserved
AGK,Reserved
AGL,Reserved
AGM,Reserved
AGN,Reserved
AGO,Reserved
AGP,Reserved
AGQ,Allocated
AGR,Reserved
AGS,Allocated
AGT,Allocated
AGU,Reserved
AGV,Reserved
AGW,Reserved
AGX,Reserved
AGY,Reserved
AGZ,Reserved
AHA,Reserved
AHB,Reserved
AHC,Reserved
AHD,Reserved
AHE,Reserved
AHF,Reserved
AHG,Reserved
AHH,Reserved
AHI,Reserved
AHJ,Reserved
AHK,Reserved
AHL,Reserved
AHM,Reserved
AHN,Reserved
AHO,Allocated
AHP,Reserved
AHQ,Reserved
AHR,Reserved
AHS,Reserved
AHT,Reserved
AHU,Reserved
AHV,Reserved
AHW,Reserved
AHX,Allocated
AHY,Reserved
AHZ,Reserved
AIA,Reserved
AIB,Reserved
AIC,Reserved
AID,Not Allowed
AIE,Allocated
AIF,Reserved
AIG,Reserved
AIH,Allocated
AII,Reserved
AIJ,Reserved
AIK,Allocated
AIL,Allocated
AIM,Allocated
AIN,Reserved
AIO,Reserved
AIP,Reserved
AIQ,Reserved
AIR,Reserved
AIS,Reserved
AIT,Allocated
AIU,Reserved
AIV,Allocated
AIW,Reserved
AIX,Reserved
AIY,Reserved
AIZ,Reserved
AJA,Reserved
AJB,Reserved
AJC,Reserved
AJD,Reserved
AJE,Reserved
AJF,Reserved
AJG,Reserved
AJH,Reserved
AJI,Reserved
AJJ,Reserved
AJK,Allocated
AJL,Reserved
AJM,Reserved
AJN,Reserved
AJO,Reserved
AJP,Allocated
AJQ,Allocated
AJR,Reserved
AJS,Allocated
AJT,Allocated
AJU,Reserved
AJV,Reserved
AJW,Reserved
AJX,Allocated
AJY,Reserved
AJZ,Reserved
AKA,Reserved
AKB,Reserved
AKC,Reserved
AKD,Reserved
AKE,Reserved
AKF,Reserved
AKG,Allocated
AKH,Reserved
AKI,Allocated
AKJ,Allocated
AKK,Allocated
AKL,Allocated
AKM,Reserved
AKN,Allocated
AKO,Allocated
AKP,Reserved
AKQ,Allocated
AKR,Reserved
AKS,Allocated
AKT,Allocated
AKU,Allocated
AKV,Reserved
AKW,Reserved
AKX,Reserved
AKY,Allocated
AKZ,Reserved
ALA,Allocated
ALB,Allocated
ALC,Allocated
ALD,Allocated
ALE,Allocated
ALF,Allocated
ALG,Reserved
ALH,Allocated
ALI,Allocated
ALJ,Allocated
ALK,Allocated
ALL,Allocated
ALM,Reserved
ALN,Reserved
ALO,Reserved
ALP,Reserved
ALQ,Reserved
ALR,Reserved
ALS,Allocated
ALT,Reserved
ALU,Reserved
ALV,Reserved
ALW,Allocated
ALX,Reserved
ALY,Reserved
ALZ,Allocated
AMA,Reserved
AMB,Allocated
AMC,Reserved
AMD,Reserved
AME,Reserved
AMF,Reserved
AMG,Reserved
AMH,Reserved
AMI,Reserved
AMJ,Reserved
AMK,Reserved
AML,Reserved
AMM,Reserved
AMN,Reserved
AMO,Reserved
AMP,Reserved
AMQ,Reserved
AMR,Reserved
AMS,Reserved
AMT,Reserved
AMU,Reserved
AMV,Reserved
AMW,Allocated
AMX,Reserved
AMY,Reserved
AMZ,Reserved
ANA,Reserved
ANB,Reserved
ANC,Reserved
AND,Reserved
ANE,Allocated
ANF,Reserved
ANG,Reserved
ANH,Reserved
ANI,Reserved
ANJ,Reserved
ANK,Reserved
ANL,Reserved
ANM,Reserved
ANN,Reserved
ANO,Reserved
ANP,Reserved
ANQ,Reserved
ANR,Reserved
ANS,Reserved
ANT,Reserved
ANU,Reserved
ANV,Reserved
ANW,Reserved
ANX,Reserved
ANY,Reserved
ANZ,Reserved
AOA,Reserved
AOB,Reserved
AOC,Reserved
AOD,Reserved
AOE,Reserved
AOF,Reserved
AOG,Reserved
AOH,Reserved
AOI,Reserved
AOJ,Reserved
AOK,Allocated
AOL,Allocated
AOM,Reserved
AON,Reserved
AOO,Reserved
AOP,Reserved
AOQ,Reserved
AOR,Reserved
AOS,Allocated
AOT,Reserved
AOU,Allocated
AOV,Reserved
AOW,Reserved
AOX,Reserved
AOY,Reserved
AOZ,Allocated
APA,Reserved
APB,Allocated
APC,Reserved
APD,Reserved
APE,Reserved
APF,Reserved
APG,Allocated
APH,Reserved
API,Reserved
APJ,Allocated
APK,Reserved
APL,Reserved
APM,Reserved
APN,Allocated
APO,Reserved
APP,Reserved
APQ,Reserved
APR,Allocated
APS,Reserved
APT,Allocated
APU,Reserved
APV,Reserved
APW,Reserved
APX,Allocated
APY,Allocated
APZ,Allocated
AQA,Reserved
AQB,Reserved
AQC,Reserved
AQD,Reserved
AQE,Allocated
AQF,Reserved
AQG,Reserved
AQH,Reserved
AQI,Allocated
AQJ,Reserved
AQK,Reserved
AQL,Reserved
AQM,Reserved
AQN,Reserved
AQO,Reserved
AQP,Reserved
AQQ,Reserved
AQR,Allocated
AQS,Reserved
AQT,Reserved
AQU,Allocated
AQV,Reserved
AQW,Reserved
AQX,Reserved
AQY,Reserved
AQZ,Reserved
ARA,Allocated
ARB,Reserved
ARC,Reserved
ARD,Reserved
ARE,Allocated
ARF,Reserved
ARG,Reserved
ARH,Reserved
ARI,Allocated
ARJ,Allocated
ARK,Reserved
ARL,Reserved
ARM,Reserved
ARN,Reserved
ARO,Allocated
ARP,Reserved
ARQ,Reserved
ARR,Reserved
ARS,Reserved
ART,Reserved
ARU,Reserved
ARV,Allocated
ARW,Allocated
ARX,Reserved
ARY,Reserved
ARZ,Reserved
ASA,Reserved
ASB,Reserved
ASC,Reserved
ASD,Reserved
ASE,Reserved
ASF,Reserved
ASG,Reserved
ASH,Reserved
ASI,Reserved
ASJ,Allocated
ASK,Reserved
ASL,Reserved
ASM,Reserved
ASN,Reserved
ASO,Reserved
ASP,Reserved
ASQ,Reserved
ASR,Reserved
ASS,Not Allowed
AST,Reserved
ASU,Allocated
ASV,Reserved
ASW,Allocated
ASX,Allocated
ASY,Reserved
ASZ,Reserved
ATA,Reserved
ATB,Allocated
ATC,Reserved
ATD,Reserved
ATE,Reserved
ATF,Allocated
ATG,Reserved
ATH,Reserved
ATI,Reserved
ATJ,Reserved
ATK,Reserved
ATL,Reserved
ATM,Reserved
ATN,Reserved
ATO,Reserved
ATP,Reserved
ATQ,Reserved
ATR,Reserved
ATS,Reserved
ATT,Reserved
ATU,Reserved
ATV,Reserved
ATW,Reserved
ATX,Reserved
ATY,Allocated
ATZ,Allocated
AUA,Reserved
AUB,Reserved
AUC,Allocated
AUD,Reserved
AUE,Reserved
AUF,Reserved
AUG,Reserved
AUH,Allocated
AUI,Allocated
AUJ,Reserved
AUK,Reserved
AUL,Reserved
AUM,Allocated
AUN,Reserved
AUO,Reserved
AUP,Reserved
AUQ,Reserved
AUR,Reserved
AUS,Reserved
AUT,Not Allowed
AUU,Allocated
AUV,Allocated
AUW,Reserved
AUX,Reserved
AUY,Reserved
AUZ,Reserved
AVA,Allocated
AVB,Allocated
AVC,Reserved
AVD,Allocated
AVE,Reserved
AVF,Reserved
AVG,Reserved
AVH,Reserved
AVI,Reserved
AVJ,Reserved
AVK,Allocated
AVL,Allocated
AVM,Reserved
AVN,Reserved
AVO,Reserved
AVP,Allocated
AVQ,Allocated
AVR,Reserved
AVS,Allocated
AVT,Reserved
AVU,Reserved
AVV,Reserved
AVW,Allocated
AVX,Reserved
AVY,Reserved
AVZ,Allocated
AWA,Allocated
AWB,Reserved
AWC,Allocated
AWD,Reserved
AWE,Allocated
AWF,Allocated
AWG,Allocated
AWH,Reserved
AWI,Allocated
AWJ,Reserved
AWK,Allocated
AWL,Allocated
AWM,Allocated
AWN,Allocated
AWO,Allocated
AWP,Allocated
AWQ,Reserved
AWR,Allocated
AWS,Allocated
AWT,Allocated
AWU,Allocated
AWV,Reserved
AWW,Allocated
AWX,Reserved
AWY,Allocated
AWZ,Allocated
AXA,Allocated
AXB,Allocated
AXC,Reserved
AXD,Reserved
AXE,Reserved
AXF,Reserved
AXG,Reserved
AXH,Reserved
AXI,Reserved
AXJ,Reserved
AXK,Reserved
AXL,Reserved
AXM,Reserved
AXN,Allocated
AXO,Reserved
AXP,Reserved
AXQ,Reserved
AXR,Reserved
AXS,Reserved
AXT,Allocated
AXU,Reserved
AXV,Reserved
AXW,Reserved
AXX,Allocated
AXY,Reserved
AXZ,Allocated
AYA,Allocated
AYB,Reserved
AYC,Reserved
AYD,Allocated
AYE,Reserved
AYF,Reserved
AYG,Reserved
AYH,Reserved
AYI,Allocated
AYJ,Reserved
AYK,Allocated
AYL,Reserved
AYM,Reserved
AYN,Reserved
AYO,Reserved
AYP,Reserved
AYQ,Allocated
AYR,Allocated
AYS,Reserved
AYT,Allocated
AYU,Allocated
AYV,Reserved
AYW,Allocated
AYX,Allocated
AYY,Allocated
AYZ,Allocated
AZA,Allocated
AZB,Allocated
AZC,Allocated
AZD,Allocated
AZE,Reserved
AZF,Allocated
AZG,Reserved
AZH,Reserved
AZI,Reserved
AZJ,Allocated
AZK,Allocated
AZL,Allocated
AZM,Allocated
AZN,Allocated
AZO,Reserved
AZP,Allocated
AZQ,Allocated
AZR,Reserved
AZS,Allocated
AZT,Allocated
AZU,Allocated
AZV,Allocated
AZW,Allocated
AZX,Reserved
AZY,Reserved
AZZ,Allocated
BAA,Reserved
BAB,Allocated
BAC,Allocated
BAD,Allocated
BAE,Allocated
BAF,Allocated
BAG,Reserved
BAH,Allocated
BAI,Reserved
BAJ,Allocated
BAK,Allocated
BAL,Reserved
BAM,Reserved
BAN,Reserved
BAO,Allocated
BAP,Allocated
BAQ,Reserved
BAR,Reserved
BAS,Allocated
BAT,Reserved
BAU,Allocated
BAV,Allocated
BAW,Allocated
BAX,Allocated
BAY,Allocated
BAZ,Reserved
BBA,Allocated
BBB,Allocated
BBC,Allocated
BBD,Allocated
BBE,Reserved
BBF,Reserved
BBG,Allocated
BBH,Reserved
BBI,Allocated
BBJ,Reserved
BBK,Reserved
BBL,Allocated
BBM,Allocated
BBN,Allocated
BBO,Allocated
BBP,Allocated
BBQ,Allocated
BBR,Reserved
BBS,Allocated
BBT,Allocated
BBU,Reserved
BBV,Allocated
BBW,Reserved
BBX,Allocated
BBY,Allocated
BBZ,Allocated
BCA,Allocated
BCB,Allocated
BCC,Reserved
BCD,Allocated
BCE,Allocated
BCF,Allocated
BCG,Allocated
BCH,Reserved
BCI,Allocated
BCJ,Allocated
BCK,Allocated
BCL,Allocated
BCM,Allocated
BCN,Allocated
BCO,Allocated
BCP,Allocated
BCQ,Allocated
BCR,Allocated
BCS,Allocated
BCT,Reserved
BCU,Allocated
BCV,Allocated
BCW,Allocated
BCX,Allocated
BCY,Allocated
BCZ,Reserved
BDA,Allocated
BDB,Allocated
BDC,Allocated
BDD,Allocated
BDE,Reserved
BDF,Allocated
BDG,Allocated
BDH,Reserved
BDI,Allocated
BDJ,Allocated
BDK,Reserved
BDL,Allocated
BDM,Reserved
BDN,Allocated
BDO,Allocated
BDP,Allocated
BDQ,Allocated
BDR,Allocated
BDS,Allocated
BDT,Allocated
BDU,Reserved
BDV,Allocated
BDW,Allocated
BDX,Allocated
BDY,Allocated
BDZ,Allocated
BEA,Allocated
BEB,Allocated
BEC,Allocated
BED,Allocated
BEE,Allocated
BEF,Allocated
BEG,Allocated
BEH,Allocated
BEI,Allocated
BEJ,Allocated
BEK,Allocated
BEL,Allocated
BEM,Reserved
BEN,Allocated
BEO,Reserved
BEP,Allocated
BEQ,Allocated
BER,Reserved
BES,Allocated
BET,Allocated
BEU,Allocated
BEV,Allocated
BEW,Allocated
BEX,Allocated
BEY,Allocated
BEZ,Allocated
BFA,Allocated
BFB,Allocated
BFC,Allocated
BFD,Allocated
BFE,Reserved
BFF,Allocated
BFG,Allocated
BFH,Allocated
BFI,Allocated
BFJ,Allocated
BFK,Reserved
BFL,Allocated
BFM,Allocated
BFN,Allocated
BFO,Reserved
BFP,Allocated
BFQ,Reserved
BFR,Allocated
BFS,Allocated
BFT,Allocated
BFU,Allocated
BFV,Allocated
BFW,Reserved
BFX,Allocated
BFY,Allocated
BFZ,Allocated
BGA,Allocated
BGB,Allocated
BGC,Allocated
BGD,Reserved
BGE,Allocated
BGF,Allocated
BGG,Allocated
BGH,Reserved
BGI,Allocated
BGJ,Allocated
BGK,Reserved
BGL,Allocated
BGM,Allocated
BGN,Reserved
BGO,Allocated
BGP,Allocated
BGQ,Allocated
BGR,Allocated
BGS,Allocated
BGT,Reserved
BGU,Reserved
BGV,Allocated
BGW,Reserved
BGX,Allocated
BGY,Reserved
BGZ,Allocated
BHA,Allocated
BHB,Allocated
BHC,Allocated
BHD,Allocated
BHE,Allocated
BHF,Reserved
BHG,Reserved
BHH,Allocated
BHI,Allocated
BHJ,Allocated
BHK,Allocated
BHL,Allocated
BHM,Allocated
BHN,Allocated
BHO,Allocated
BHP,Allocated
BHQ,Allocated
BHR,Allocated
BHS,Allocated
BHT,Allocated
BHU,Allocated
BHV,Allocated
BHW,Reserved
BHX,Allocated
BHY,Allocated
BHZ,Allocated
BIA,Reserved
BIB,Allocated
BIC,Allocated
BID,Allocated
BIE,Reserved
BIF,Allocated
BIG,Not Allowed
BIH,Reserved
BII,Allocated
BIJ,Allocated
BIK,Reserved
BIL,Allocated
BIM,Allocated
BIN,Allocated
BIO,Allocated
BIP,Reserved
BIQ,Allocated
BIR,Allocated
BIS,Allocated
BIT,Not Allowed
BIU,Allocated
BIV,Allocated
BIW,Reserved
BIX,Allocated
BIY,Allocated
BIZ,Allocated
BJA,Allocated
BJB,Allocated
BJC,Allocated
BJD,Allocated
BJE,Allocated
BJF,Reserved
BJG,Allocated
BJH,Reserved
BJI,Reserved
BJJ,Allocated
BJK,Allocated
BJL,Reserved
BJM,Allocated
BJN,Allocated
BJO,Allocated
BJP,Allocated
BJQ,Allocated
BJR,Allocated
BJS,Allocated
BJT,Allocated
BJU,Allocated
BJV,Allocated
BJW,Allocated
BJX,Allocated
BJY,Allocated
BJZ,Reserved
BKA,Allocated
BKB,Allocated
BKC,Allocated
BKD,Allocated
BKE,Allocated
BKF,Allocated
BKG,Reserved
BKH,Reserved
BKI,Allocated
BKJ,Allocated
BKK,Reserved
BKL,Allocated
BKM,Allocated
BKN,Allocated
BKO,Allocated
BKP,Allocated
BKQ,Allocated
BKR,Allocated
BKS,Allocated
BKT,Allocated
BKU,Allocated
BKV,Allocated
BKW,Allocated
BKX,Reserved
BKY,Allocated
BKZ,Allocated
BLA,Allocated
BLB,Allocated
BLC,Allocated
BLD,Allocated
BLE,Allocated
BLF,Allocated
BLG,Allocated
BLH,Allocated
BLI,Allocated
BLJ,Allocated
BLK,Allocated
BLL,Allocated
BLM,Reserved
BLN,Allocated
BLO,Allocated
BLP,Allocated
BLQ,Allocated
BLR,Allocated
BLS,Allocated
BLT,Allocated
BLU,Allocated
BLV,Allocated
BLW,Allocated
BLX,Allocated
BLY,Allocated
BLZ,Allocated
BMA,Allocated
BMB,Allocated
BMC,Allocated
BMD,Allocated
BME,Allocated
BMF,Allocated
BMG,Allocated
BMH,Allocated
BMI,Allocated
BMJ,Allocated
BMK,Allocated
BML,Reserved
BMM,Allocated
BMN,Allocated
BMO,Allocated
BMP,Allocated
BMQ,Reserved
BMR,Allocated
BMS,Reserved
BMT,Reserved
BMU,Allocated
BMV,Allocated
BMW,Allocated
BMX,Allocated
BMY,Allocated
BMZ,Allocated
BNA,Allocated
BNB,Allocated
BNC,Allocated
BND,Allocated
BNE,Allocated
BNF,Allocated
BNG,Reserved
BNH,Allocated
BNI,Allocated
BNJ,Allocated
BNK,Allocated
BNL,Allocated
BNM,Allocated
BNN,Allocated
BNO,Allocated
BNP,Allocated
BNQ,Allocated
BNR,Allocated
BNS,Allocated
BNT,Allocated
BNU,Allocated
BNV,Allocated
BNW,Allocated
BNX,Reserved
BNY,Reserved
BNZ,Allocated
BOA,Allocated
BOB,Allocated
BOC,Allocated
BOD,Allocated
BOE,Allocated
BOF,Allocated
BOG,Not Allowed
BOH,Reserved
BOI,Allocated
BOJ,Allocated
BOK,Allocated
BOL,Not Allowed
BOM,Not Allowed
BON,Allocated
BOO,Allocated
BOP,Reserved
BOQ,Allocated
BOR,Allocated
BOS,Allocated
BOT,Allocated
BOU,Allocated
BOV,Allocated
BOW,Allocated
BOX,Allocated
BOY,Allocated
BOZ,Allocated
BPA,Allocated
BPB,Allocated
BPC,Allocated
BPD,Allocated
BPE,Allocated
BPF,Allocated
BPG,Allocated
BPH,Reserved
BPI,Allocated
BPJ,Allocated
BPK,Reserved
BPL,Allocated
BPM,Allocated
BPN,Allocated
BPO,Allocated
BPP,Allocated
BPQ,Allocated
BPR,Reserved
BPS,Allocated
BPT,Allocated
BPU,Allocated
BPV,Allocated
BPW,Allocated
BPX,Allocated
BPY,Allocated
BPZ,Allocated
BQA,Reserved
BQB,Allocated
BQC,Allocated
BQD,Reserved
BQE,Allocated
BQF,Allocated
BQG,Allocated
BQH,Allocated
BQI,Reserved
BQJ,Allocated
BQK,Allocated
BQL,Allocated
BQM,Allocated
BQN,Allocated
BQO,Allocated
BQP,Allocated
BQQ,Allocated
BQR,Allocated
BQS,Allocated
BQT,Reserved
BQU,Allocated
BQV,Allocated
BQW,Allocated
BQX,Allocated
BQY,Allocated
BQZ,Allocated
BRA,Allocated
BRB,Reserved
BRC,Allocated
BRD,Allocated
BRE,Reserved
BRF,Allocated
BRG,Allocated
BRH,Allocated
BRI,Allocated
BRJ,Allocated
BRK,Allocated
BRL,Allocated
BRM,Reserved
BRN,Reserved
BRO,Allocated
BRP,Allocated
BRQ,Allocated
BRR,Reserved
BRS,Allocated
BRT,Allocated
BRU,Allocated
BRV,Allocated
BRW,Reserved
BRX,Reserved
BRY,Allocated
BRZ,Reserved
BSA,Allocated
BSB,Allocated
BSC,Reserved
BSD,Allocated
BSE,Allocated
BSF,Allocated
BSG,Allocated
BSH,Allocated
BSI,Allocated
BSJ,Allocated
BSK,Allocated
BSL,Allocated
BSM,Allocated
BSN,Allocated
BSO,Reserved
BSP,Reserved
BSQ,Allocated
BSR,Allocated
BSS,Allocated
BST,Allocated
BSU,Allocated
BSV,Allocated
BSW,Allocated
BSX,Allocated
BSY,Reserved
BSZ,Allocated
BTA,Allocated
BTB,Allocated
BTC,Reserved
BTD,Allocated
BTE,Allocated
BTF,Allocated
BTG,Reserved
BTH,Allocated
BTI,Reserved
BTJ,Reserved
BTK,Allocated
BTL,Allocated
BTM,Reserved
BTN,Reserved
BTO,Allocated
BTP,Allocated
BTQ,Allocated
BTR,Allocated
BTS,Allocated
BTT,Allocated
BTU,Allocated
BTV,Allocated
BTW,Allocated
BTX,Allocated
BTY,Allocated
BTZ,Allocated
BUA,Allocated
BUB,Allocated
BUC,Reserved
BUD,Allocated
BUE,Allocated
BUF,Allocated
BUG,Allocated
BUH,Reserved
BUI,Allocated
BUJ,Allocated
BUK,Allocated
BUL,Allocated
BUM,Not Allowed
BUN,Allocated
BUO,Allocated
BUP,Allocated
BUQ,Allocated
BUR,Allocated
BUS,Allocated
BUT,Allocated
BUU,Reserved
BUV,Allocated
BUW,Allocated
BUX,Allocated
BUY,Allocated
BUZ,Allocated
BVA,Allocated
BVB,Allocated
BVC,Allocated
BVD,Allocated
BVE,Allocated
BVF,Reserved
BVG,Allocated
BVH,Allocated
BVI,Reserved
BVJ,Allocated
BVK,Allocated
BVL,Reserved
BVM,Allocated
BVN,Allocated
BVO,Allocated
BVP,Allocated
BVQ,Allocated
BVR,Allocated
BVS,Allocated
BVT,Allocated
BVU,Allocated
BVV,Allocated
BVW,Reserved
BVX,Allocated
BVY,Allocated
BVZ,Allocated
BWA,Allocated
BWB,Allocated
BWC,Allocated
BWD,Allocated
BWE,Allocated
BWF,Allocated
BWG,Allocated
BWH,Allocated
BWI,Allocated
BWJ,Allocated
BWK,Allocated
BWL,Allocated
BWM,Allocated
BWN,Allocated
BWO,Reserved
BWP,Allocated
BWQ,Allocated
BWR,Allocated
BWS,Allocated
BWT,Allocated
BWU,Allocated
BWV,Allocated
BWW,Allocated
BWX,Allocated
BWY,Allocated
BWZ,Allocated
BXA,Allocated
BXB,Reserved
BXC,Allocated
BXD,Allocated
BXE,Allocated
BXF,Allocated
BXG,Allocated
BXH,Allocated
BXI,Reserved
BXJ,Allocated
BXK,Allocated
BXL,Allocated
BXM,Allocated
BXN,Allocated
BXO,Reserved
BXP,Allocated
BXQ,Allocated
BXR,Allocated
BXS,Allocated
BXT,Reserved
BXU,Reserved
BXV,Allocated
BXW,Allocated
BXX,Allocated
BXY,Allocated
BXZ,Allocated
BYA,Allocated
BYB,Reserved
BYC,Allocated
BYD,Reserved
BYE,Allocated
BYF,Allocated
BYG,Allocated
BYH,Allocated
BYI,Allocated
BYJ,Allocated
BYK,Allocated
BYL,Allocated
BYM,Allocated
BYN,Allocated
BYO,Allocated
BYP,Allocated
BYQ,Allocated
BYR,Reserved
BYS,Allocated
BYT,Allocated
BYU,Reserved
BYV,Allocated
BYW,Allocated
BYX,Allocated
BYY,Reserved
BYZ,Reserved
BZA,Allocated
BZB,Allocated
BZC,Allocated
BZD,Allocated
BZE,Allocated
BZF,Reserved
BZG,Allocated
BZH,Allocated
BZI,Allocated
BZJ,Allocated
BZK,Allocated
BZL,Allocated
BZM,Allocated
BZN,Reserved
BZO,Allocated
BZP,Reserved
BZQ,Reserved
BZR,Allocated
BZS,Allocated
BZT,Allocated
BZU,Allocated
BZV,Allocated
BZW,Reserved
BZX,Allocated
BZY,Allocated
BZZ,Allocated
CAA,Allocated
CAB,Allocated
CAC,Allocated
CAD,Allocated
CAE,Allocated
CAF,Reserved
CAG,Reserved
CAH,Allocated
CAI,Allocated
CAJ,Allocated
CAK,Allocated
CAL,Allocated
CAM,Allocated
CAN,Allocated
CAO,Allocated
CAP,Allocated
CAQ,Allocated
CAR,Allocated
CAS,Allocated
CAT,Allocated
CAU,Allocated
CAV,Allocated
CAW,Allocated
CAX,Reserved
CAY,Allocated
CAZ,Allocated
CBA,Allocated
CBB,Allocated
CBC,Allocated
CBD,Allocated
CBE,Allocated
CBF,Allocated
CBG,Allocated
CBH,Allocated
CBI,Reserved
CBJ,Allocated
CBK,Allocated
CBL,Allocated
CBM,Allocated
CBN,Allocated
CBO,Allocated
CBP,Allocated
CBQ,Allocated
CBR,Allocated
CBS,Allocated
CBT,Allocated
CBU,Allocated
CBV,Allocated
CBW,Allocated
CBX,Allocated
CBY,Allocated
CBZ,Allocated
CCA,Allocated
CCB,Allocated
CCC,Allocated
CCD,Allocated
CCE,Reserved
CCF,Allocated
CCG,Allocated
CCH,Reserved
CCI,Reserved
CCJ,Allocated
CCK,Allocated
CCL,Allocated
CCM,Allocated
CCN,Allocated
CCO,Reserved
CCP,Allocated
CCQ,Allocated
CCR,Allocated
CCS,Allocated
CCT,Reserved
CCU,Reserved
CCV,Allocated
CCW,Allocated
CCX,Allocated
CCY,Allocated
CCZ,Reserved
CDA,Reserved
CDB,Allocated
CDC,Allocated
CDD,Allocated
CDE,Allocated
CDF,Allocated
CDG,Allocated
CDH,Allocated
CDI,Allocated
CDJ,Allocated
CDK,Allocated
CDL,Allocated
CDM,Allocated
CDN,Allocated
CDO,Allocated
CDP,Allocated
CDQ,Allocated
CDR,Allocated
CDS,Allocated
CDT,Allocated
CDU,Allocated
CDV,Allocated
CDW,Allocated
CDX,Allocated
CDY,Reserved
CDZ,Allocated
CEA,Allocated
CEB,Allocated
CEC,Allocated
CED,Allocated
CEE,Allocated
CEF,Allocated
CEG,Allocated
CEH,Allocated
CEI,Allocated
CEJ,Allocated
CEK,Allocated
CEL,Allocated
CEM,Allocated
CEN,Allocated
CEO,Allocated
CEP,Allocated
CEQ,Reserved
CER,Allocated
CES,Allocated
CET,Allocated
CEU,Allocated
CEV,Reserved
CEW,Allocated
CEX,Allocated
CEY,Allocated
CEZ,Allocated
CFA,Allocated
CFB,Allocated
CFC,Reserved
CFD,Allocated
CFE,Allocated
CFF,Allocated
CFG,Allocated
CFH,Allocated
CFI,Allocated
CFJ,Reserved
CFK,Allocated
CFL,Allocated
CFM,Not Allowed
CFN,Allocated
CFO,Reserved
CFP,Allocated
CFQ,Allocated
CFR,Allocated
CFS,Allocated
CFT,Allocated
CFU,Allocated
CFV,Allocated
CFW,Allocated
CFX,Allocated
CFY,Allocated
CFZ,Allocated
CGA,Allocated
CGB,Allocated
CGC,Allocated
CGD,Reserved
CGE,Allocated
CGF,Allocated
CGG,Allocated
CGH,Allocated
CGI,Allocated
CGJ,Allocated
CGK,Allocated
CGL,Allocated
CGM,Allocated
CGN,Reserved
CGO,Reserved
CGP,Allocated
CGQ,Reserved
CGR,Allocated
CGS,Allocated
CGT,Allocated
CGU,Allocated
CGV,Allocated
CGW,Allocated
CGX,Allocated
CGY,Allocated
CGZ,Allocated
CHA,Allocated
CHB,Allocated
CHC,Reserved
CHD,Allocated
