suffix,status
MNO,Allocated
MNP,Allocated
MNQ,Available
MNR,Allocated
MNS,Reserved
MNT,Available
MNU,Allocated
MNV,Available
MNW,Available
MNX,Available
MNY,Allocated
MNZ,Available
MOA,Allocated
MOB,Allocated
MOC,Allocated
MOD,Allocated
MOE,Allocated
MOF,Allocated
MOG,Allocated
MOH,Allocated
MOI,Allocated
MOJ,Available
MOK,Allocated
MOL,Allocated
MOM,Reserved
MON,Allocated
MOO,Not Allowed
MOP,Allocated
MOQ,Available
MOR,Allocated
MOS,Allocated
MOT,Reserved
MOU,Available
MOV,Available
MOW,Allocated
MOX,Available
MOY,Allocated
MOZ,Allocated
MPA,Allocated
MPB,Allocated
MPC,Allocated
MPD,Allocated
MPE,Allocated
MPF,Available
MPG,Allocated
MPH,Allocated
MPI,Available
MPJ,Allocated
MPK,Allocated
MPL,Allocated
MPM,Allocated
MPN,Allocated
MPO,Allocated
MPP,Reserved
MPQ,Available
MPR,Allocated
MPS,Reserved
MPT,Reserved
MPU,Allocated
MPV,Available
MPW,Allocated
MPX,Allocated
MPY,Available
MPZ,Available
MQA,Allocated
MQB,Available
MQC,Allocated
MQD,Available
MQE,Available
MQF,Available
MQG,Available
MQH,Available
MQI,Available
MQJ,Available
MQK,Allocated
MQL,Available
MQM,Available
MQN,Available
MQO,Available
MQP,Available
MQQ,Available
MQR,Available
MQS,Reserved
MQT,Allocated
MQU,Available
MQV,Available
MQW,Available
MQX,Available
MQY,Available
MQZ,Available
MRA,Allocated
MRB,Allocated
MRC,Allocated
MRD,Allocated
MRE,Allocated
MRF,Available
MRG,Allocated
MRH,Allocated
MRI,Allocated
MRJ,Allocated
MRK,Allocated
MRL,Allocated
MRM,Allocated
MRN,Allocated
MRO,Allocated
MRP,Allocated
MRQ,Allocated
MRR,Allocated
MRS,Allocated
MRT,Reserved
MRU,Available
MRV,Allocated
MRW,Allocated
MRX,Allocated
MRY,Allocated
MRZ,Allocated
MSA,Allocated
MSB,Allocated
MSC,Reserved
MSD,Allocated
MSE,Allocated
MSF,Allocated
MSG,Not Allowed
MSH,Reserved
MSI,Not Allowed
MSJ,Allocated
MSK,Allocated
MSL,Allocated
MSM,Allocated
MSN,Available
MSO,Allocated
MSP,Allocated
MSQ,Available
MSR,Reserved
MSS,Allocated
MST,Allocated
MSU,Available
MSV,Allocated
MSW,Allocated
MSX,Allocated
MSY,Available
MSZ,Allocated
MTA,Allocated
MTB,Allocated
MTC,Allocated
MTD,Allocated
MTE,Allocated
MTF,Allocated
MTG,Available
MTH,Allocated
MTI,Allocated
MTJ,Allocated
MTK,Available
MTL,Allocated
MTM,Allocated
MTN,Allocated
MTO,Allocated
MTP,Available
MTQ,Available
MTR,Allocated
MTS,Reserved
MTT,Allocated
MTU,Allocated
MTV,Allocated
MTW,Allocated
MTX,Allocated
MTY,Allocated
MTZ,Reserved
MUA,Allocated
MUB,Available
MUC,Available
MUD,Allocated
MUE,Available
MUF,Allocated
MUG,Allocated
MUH,Available
MUI,Allocated
MUJ,Available
MUK,Allocated
MUL,Allocated
MUM,Reserved
MUN,Allocated
MUO,Allocated
MUP,Available
MUQ,Available
MUR,Allocated
MUS,Allocated
MUT,Allocated
MUU,Reserved
MUV,Available
MUW,Allocated
MUX,Allocated
MUY,Available
MUZ,Allocated
MVA,Allocated
MVB,Reserved
MVC,Allocated
MVD,Allocated
MVE,Available
MVF,Allocated
MVG,Allocated
MVH,Allocated
MVI,Allocated
MVJ,Available
MVK,Allocated
MVL,Reserved
MVM,Allocated
MVN,Available
MVO,Available
MVP,Allocated
MVQ,Available
MVR,Allocated
MVS,Reserved
MVT,Allocated
MVU,Available
MVV,Available
MVW,Available
MVX,Allocated
MVY,Available
MVZ,Available
MWA,Allocated
MWB,Allocated
MWC,Allocated
MWD,Available
MWE,Reserved
MWF,Available
MWG,Reserved
MWH,Allocated
MWI,Reserved
MWJ,Allocated
MWK,Available
MWL,Reserved
MWM,Allocated
MWN,Allocated
MWO,Available
MWP,Reserved
MWQ,Available
MWR,Allocated
MWS,Reserved
MWT,Allocated
MWU,Available
MWV,Available
MWW,Allocated
MWX,Available
MWY,Available
MWZ,Reserved
MXA,Allocated
MXB,Reserved
MXC,Allocated
MXD,Allocated
MXE,Available
MXF,Available
MXG,Allocated
MXH,Available
MXI,Allocated
MXJ,Allocated
MXK,Available
MXL,Available
MXM,Allocated
MXN,Available
MXO,Available
MXP,Allocated
MXQ,Available
MXR,Allocated
MXS,Allocated
MXT,Reserved
MXU,Available
MXV,Allocated
MXW,Allocated
MXX,Allocated
MXY,Allocated
MXZ,Allocated
MYA,Available
MYB,Allocated
MYC,Allocated
MYD,Available
MYE,Allocated
MYF,Available
MYG,Allocated
MYH,Allocated
MYI,Available
MYJ,Allocated
MYK,Allocated
MYL,Allocated
MYM,Allocated
MYN,Allocated
MYO,Allocated
MYP,Allocated
MYQ,Available
MYR,Allocated
MYS,Allocated
MYT,Allocated
MYU,Available
MYV,Available
MYW,Available
MYX,Allocated
MYY,Available
MYZ,Available
MZA,Allocated
MZB,Allocated
MZC,Available
MZD,Allocated
MZE,Allocated
MZF,Allocated
MZG,Allocated
MZH,Allocated
MZI,Allocated
MZJ,Allocated
MZK,Available
MZL,Allocated
MZM,Allocated
MZN,Available
MZO,Allocated
MZP,Available
MZQ,Available
MZR,Available
MZS,Allocated
MZT,Allocated
MZU,Allocated
MZV,Available
MZW,Allocated
MZX,Reserved
MZY,Available
MZZ,Allocated
NAA,Reserved
NAB,Reserved
NAC,Allocated
NAD,Allocated
NAE,Allocated
NAF,Allocated
NAG,Allocated
NAH,Allocated
NAI,Allocated
NAJ,Reserved
NAK,Allocated
NAL,Allocated
NAM,Allocated
NAN,Allocated
NAO,Allocated
NAP,Allocated
NAQ,Allocated
NAR,Allocated
NAS,Allocated
NAT,Allocated
NAU,Allocated
NAV,Allocated
NAW,Allocated
NAX,Allocated
NAY,Allocated
NAZ,Allocated
NBA,Allocated
NBB,Reserved
NBC,Allocated
NBD,Reserved
NBE,Allocated
NBF,Available
NBG,Allocated
NBH,Reserved
NBI,Available
NBJ,Available
NBK,Available
NBL,Available
NBM,Allocated
NBN,Available
NBO,Available
NBP,Available
NBQ,Available
NBR,Allocated
NBS,Available
NBT,Allocated
NBU,Available
NBV,Available
NBW,Allocated
NBX,Allocated
NBY,Available
NBZ,Allocated
NCA,Allocated
NCB,Allocated
NCC,Allocated
NCD,Available
NCE,Allocated
NCF,Reserved
NCG,Allocated
NCH,Allocated
NCI,Allocated
NCJ,Allocated
NCK,Allocated
NCL,Allocated
NCM,Allocated
NCN,Allocated
NCO,Allocated
NCP,Allocated
NCQ,Available
NCR,Allocated
NCS,Allocated
NCT,Available
NCU,Available
NCV,Allocated
NCW,Allocated
NCX,Allocated
NCY,Allocated
NCZ,Reserved
NDA,Available
NDB,Allocated
NDC,Available
NDD,Allocated
NDE,Reserved
NDF,Available
NDG,Allocated
NDH,Allocated
NDI,Reserved
NDJ,Allocated
NDK,Available
NDL,Available
NDM,Allocated
NDN,Available
NDO,Available
NDP,Allocated
NDQ,Available
NDR,Allocated
NDS,Allocated
NDT,Allocated
NDU,Available
NDV,Available
NDW,Allocated
NDX,Allocated
NDY,Allocated
NDZ,Allocated
NEA,Allocated
NEB,Allocated
NEC,Allocated
NED,Allocated
NEE,Available
NEF,Available
NEG,Available
NEH,Available
NEI,Allocated
NEJ,Allocated
NEK,Available
NEL,Allocated
NEM,Available
NEN,Allocated
NEO,Allocated
NEP,Allocated
NEQ,Allocated
NER,Allocated
NES,Available
NET,Allocated
NEU,Available
NEV,Allocated
NEW,Allocated
NEX,Available
NEY,Allocated
NEZ,Available
NFA,Available
NFB,Allocated
NFC,Allocated
NFD,Available
NFE,Available
NFF,Available
NFG,Available
NFH,Available
NFI,Allocated
NFJ,Available
NFK,Allocated
NFL,Allocated
NFM,Available
NFN,Available
NFO,Available
NFP,Available
NFQ,Available
NFR,Allocated
NFS,Allocated
NFT,Available
NFU,Available
NFV,Available
NFW,Available
NFX,Available
NFY,Allocated
NFZ,Available
NGA,Allocated
NGB,Allocated
NGC,Allocated
NGD,Available
NGE,Allocated
NGF,Allocated
NGG,Allocated
NGH,Available
NGI,Allocated
NGJ,Available
NGK,Allocated
NGL,Allocated
NGM,Allocated
NGN,Allocated
NGO,Allocated
NGP,Available
NGQ,Allocated
NGR,Allocated
NGS,Allocated
NGT,Allocated
NGU,Allocated
NGV,Allocated
NGW,Available
NGX,Available
NGY,Allocated
NGZ,Allocated
NHA,Available
NHB,Allocated
NHC,Available
NHD,Available
NHE,Available
NHF,Available
NHG,Reserved
NHH,Available
NHI,Available
NHJ,Allocated
NHK,Available
NHL,Available
NHM,Allocated
NHN,Available
NHO,Available
NHP,Available
NHQ,Available
NHR,Allocated
NHS,Allocated
NHT,Allocated
NHU,Available
NHV,Available
NHW,Available
NHX,Allocated
NHY,Available
NHZ,Available
NIA,Allocated
NIB,Allocated
NIC,Allocated
NID,Available
NIE,Allocated
NIF,Allocated
NIG,Not Allowed
NIH,Allocated
NII,Available
NIJ,Not Allowed
NIK,Allocated
NIL,Not Allowed
NIM,Allocated
NIN,Allocated
NIO,Allocated
NIP,Not Allowed
NIQ,Available
NIR,Reserved
NIS,Available
NIT,Allocated
NIU,Available
NIV,Allocated
NIW,Available
NIX,Allocated
NIY,Allocated
NIZ,Available
NJA,Allocated
NJB,Reserved
NJC,Allocated
NJD,Available
NJE,Allocated
NJF,Available
NJG,Available
NJH,Allocated
NJI,Allocated
NJJ,Allocated
NJK,Allocated
NJL,Available
NJM,Available
NJN,Available
NJO,Allocated
NJP,Allocated
NJQ,Available
NJR,Allocated
NJS,Allocated
NJT,Allocated
NJU,Available
NJV,Allocated
NJW,Reserved
NJX,Available
NJY,Available
NJZ,Allocated
NKA,Reserved
NKB,Allocated
NKC,Allocated
NKD,Allocated
NKE,Allocated
NKF,Reserved
NKG,Available
NKH,Available
NKI,Allocated
NKJ,Allocated
NKK,Allocated
NKL,Allocated
NKM,Allocated
NKN,Available
NKO,Available
NKP,Allocated
NKQ,Reserved
NKR,Allocated
NKS,Available
NKT,Allocated
NKU,Available
NKV,Allocated
NKW,Available
NKX,Available
NKY,Allocated
NKZ,Available
NLA,Allocated
NLB,Allocated
NLC,Allocated
NLD,Allocated
NLE,Available
NLF,Allocated
NLG,Allocated
NLH,Available
NLI,Available
NLJ,Available
NLK,Allocated
NLL,Available
NLM,Allocated
NLN,Available
NLO,Reserved
NLP,Allocated
NLQ,Available
NLR,Available
NLS,Available
NLT,Allocated
NLU,Available
NLV,Available
NLW,Allocated
NLX,Allocated
NLY,Allocated
NLZ,Available
NMA,Allocated
NMB,Available
NMC,Allocated
NMD,Allocated
NME,Allocated
NMF,Available
NMG,Available
NMH,Allocated
NMI,Available
NMJ,Available
NMK,Allocated
NML,Available
NMM,Available
NMN,Available
NMO,Available
NMP,Allocated
NMQ,Available
NMR,Allocated
NMS,Reserved
NMT,Available
NMU,Available
NMV,Available
NMW,Available
NMX,Available
NMY,Available
NMZ,Available
NNA,Allocated
NNB,Allocated
NNC,Available
NND,Reserved
NNE,Allocated
NNF,Allocated
NNG,Allocated
NNH,Allocated
NNI,Available
NNJ,Available
NNK,Available
NNL,Available
NNM,Available
NNN,Allocated
NNO,Available
NNP,Allocated
NNQ,Allocated
NNR,Available
NNS,Allocated
NNT,Reserved
NNU,Available
NNV,Available
NNW,Available
NNX,Allocated
NNY,Available
NNZ,Allocated
NOA,Reserved
NOB,Not Allowed
NOC,Allocated
NOD,Allocated
NOE,Available
NOF,Available
NOG,Available
NOH,Available
NOI,Available
NOJ,Reserved
NOK,Allocated
NOL,Reserved
NOM,Available
NON,Allocated
NOO,Allocated
NOP,Allocated
NOQ,Available
NOR,Reserved
NOS,Allocated
NOT,Allocated
NOU,Available
NOV,Reserved
NOW,Allocated
NOX,Reserved
NOY,Available
NOZ,Allocated
NPA,Available
NPB,Reserved
NPC,Allocated
NPD,Allocated
NPE,Allocated
NPF,Available
NPG,Available
NPH,Allocated
NPI,Allocated
NPJ,Available
NPK,Allocated
NPL,Allocated
NPM,Available
NPN,Allocated
NPO,Available
NPP,Allocated
NPQ,Available
NPR,Allocated
NPS,Allocated
NPT,Allocated
NPU,Available
NPV,Available
NPW,Available
NPX,Allocated
NPY,Available
NPZ,Available
NQA,Allocated
NQB,Reserved
NQC,Available
NQD,Available
NQE,Allocated
NQF,Available
NQG,Available
NQH,Available
NQI,Available
NQJ,Available
NQK,Available
NQL,Available
NQM,Available
NQN,Available
NQO,Available
NQP,Allocated
NQQ,Available
NQR,Available
NQS,Available
NQT,Allocated
NQU,Allocated
NQV,Available
NQW,Available
NQX,Available
NQY,Available
NQZ,Available
NRA,Allocated
NRB,Allocated
NRC,Allocated
NRD,Allocated
NRE,Available
NRF,Available
NRG,Reserved
NRH,Allocated
NRI,Available
NRJ,Allocated
NRK,Available
NRL,Available
NRM,Allocated
NRN,Available
NRO,Allocated
NRP,Allocated
NRQ,Available
NRR,Available
NRS,Available
NRT,Available
NRU,Available
NRV,Available
NRW,Allocated
NRX,Allocated
NRY,Available
NRZ,Allocated
NSA,Allocated
NSB,Available
NSC,Allocated
NSD,Allocated
NSE,Available
NSF,Available
NSG,Allocated
NSH,Available
NSI,Available
NSJ,Available
NSK,Available
NSL,Available
NSM,Allocated
NSN,Available
NSO,Allocated
NSP,Reserved
NSQ,Allocated
NSR,Allocated
NSS,Allocated
NST,Allocated
NSU,Allocated
NSV,Available
NSW,Allocated
NSX,Available
NSY,Allocated
NSZ,Allocated
NTA,Allocated
NTB,Available
NTC,Allocated
NTD,Available
NTE,Allocated
NTF,Available
NTG,Available
NTH,Allocated
NTI,Reserved
NTJ,Allocated
NTK,Reserved
NTL,Available
NTM,Available
NTN,Available
NTO,Available
NTP,Allocated
NTQ,Available
NTR,Available
NTS,Available
NTT,Reserved
NTU,Available
NTV,Allocated
NTW,Allocated
NTX,Available
NTY,Allocated
NTZ,Available
NUA,Available
NUB,Available
NUC,Allocated
NUD,Allocated
NUE,Allocated
NUF,Available
NUG,Allocated
NUH,Available
NUI,Available
NUJ,Available
NUK,Allocated
NUL,Allocated
NUM,Allocated
NUN,Allocated
NUO,Allocated
NUP,Available
NUQ,Allocated
NUR,Available
NUS,Available
NUT,Reserved
NUU,Available
NUV,Available
NUW,Available
NUX,Available
NUY,Available
NUZ,Available
NVA,Available
NVB,Allocated
NVC,Available
NVD,Allocated
NVE,Available
NVF,Available
NVG,Available
NVH,Allocated
NVI,Available
NVJ,Reserved
NVK,Allocated
NVL,Available
NVM,Available
NVN,Available
NVO,Available
NVP,Allocated
NVQ,Available
NVR,Allocated
NVS,Allocated
NVT,Allocated
NVU,Available
NVV,Available
NVW,Available
NVX,Available
NVY,Available
NVZ,Available
NWA,Allocated
NWB,Allocated
NWC,Available
NWD,Available
NWE,Allocated
NWF,Available
NWG,Allocated
NWH,Available
NWI,Available
NWJ,Available
NWK,Available
NWL,Available
NWM,Allocated
NWN,Available
NWO,Allocated
NWP,Reserved
NWQ,Available
NWR,Allocated
NWS,Available
NWT,Allocated
NWU,Available
NWV,Available
NWW,Reserved
NWX,Available
NWY,Allocated
NWZ,Available
NXA,Available
NXB,Allocated
NXC,Available
NXD,Available
NXE,Available
NXF,Available
NXG,Available
NXH,Available
NXI,Available
NXJ,Available
NXK,Available
NXL,Allocated
NXM,Available
NXN,Available
NXO,Available
NXP,Available
NXQ,Available
NXR,Allocated
NXS,Allocated
NXT,Allocated
NXU,Available
NXV,Allocated
NXW,Available
NXX,Available
NXY,Available
NXZ,Available
NYA,Available
NYB,Available
NYC,Allocated
NYD,Available
NYE,Allocated
NYF,Allocated
NYG,Available
NYH,Available
NYI,Available
NYJ,Available
NYK,Allocated
NYL,Allocated
NYM,Allocated
NYN,Available
NYO,Available
NYP,Available
NYQ,Available
NYR,Allocated
NYS,Available
NYT,Allocated
NYU,Available
NYV,Available
NYW,Available
NYX,Allocated
NYY,Allocated
NYZ,Available
NZA,Allocated
NZB,Available
NZC,Available
NZD,Allocated
NZE,Available
NZF,Available
NZG,Available
NZH,Available
NZI,Available
NZJ,Available
NZK,Available
NZL,Allocated
NZM,Available
NZN,Available
NZO,Available
NZP,Available
NZQ,Available
NZR,Available
NZS,Available
NZT,Allocated
NZU,Available
NZV,Available
NZW,Available
NZX,Available
NZY,Available
NZZ,Available
OAA,Allocated
OAB,Allocated
OAC,Allocated
OAD,Allocated
OAE,Allocated
OAF,Allocated
OAG,Allocated
OAH,Allocated
OAI,Allocated
OAJ,Available
OAK,Allocated
OAL,Allocated
OAM,Available
OAN,Allocated
OAO,Allocated
OAP,Allocated
OAQ,Available
OAR,Available
OAS,Available
OAT,Allocated
OAU,Allocated
OAV,Allocated
OAW,Available
OAX,Available
OAY,Available
OAZ,Allocated
OBA,Allocated
OBB,Allocated
OBC,Allocated
OBD,Available
OBE,Reserved
OBF,Available
OBG,Available
OBH,Available
OBI,Allocated
OBJ,Allocated
OBK,Allocated
OBL,Allocated
OBM,Available
OBN,Available
OBO,Available
OBP,Allocated
OBQ,Available
OBR,Available
OBS,Allocated
OBT,Available
OBU,Available
OBV,Available
OBW,Available
OBX,Available
OBY,Allocated
OBZ,Allocated
OCA,Allocated
OCB,Allocated
OCC,Allocated
OCD,Allocated
OCE,Allocated
OCF,Allocated
OCG,Allocated
OCH,Allocated
OCI,Available
OCJ,Available
OCK,Allocated
OCL,Allocated
OCM,Allocated
OCN,Available
OCO,Available
OCP,Available
OCQ,Available
OCR,Allocated
OCS,Allocated
OCT,Allocated
OCU,Available
OCV,Allocated
OCW,Allocated
OCX,Available
OCY,Available
OCZ,Available
ODA,Available
ODB,Allocated
ODC,Available
ODD,Allocated
ODE,Available
ODF,Allocated
ODG,Available
ODH,Available
ODI,Reserved
ODJ,Available
ODK,Available
ODL,Allocated
ODM,Available
ODN,Available
ODO,Allocated
ODP,Allocated
ODQ,Available
ODR,Available
ODS,Allocated
ODT,Allocated
ODU,Available
ODV,Available
ODW,Available
ODX,Allocated
ODY,Allocated
ODZ,Available
OEA,Available
OEB,Available
OEC,Available
OED,Allocated
OEE,Allocated
OEF,Available
OEG,Available
OEH,Available
OEI,Available
OEJ,Available
OEK,Available
OEL,Available
OEM,Allocated
OEN,Available
OEO,Available
OEP,Available
OEQ,Available
OER,Available
OES,Allocated
OET,Allocated
OEU,Available
OEV,Allocated
OEW,Available
OEX,Available
OEY,Available
OEZ,Allocated
OFA,Available
OFB,Available
OFC,Allocated
OFD,Available
OFE,Available
OFF,Allocated
OFG,Allocated
OFH,Available
OFI,Available
OFJ,Available
OFK,Allocated
OFL,Available
OFM,Allocated
OFN,Allocated
OFO,Available
OFP,Allocated
OFQ,Available
OFR,Allocated
OFS,Available
OFT,Allocated
OFU,Available
OFV,Allocated
OFW,Available
OFX,Allocated
OFY,Available
OFZ,Available
OGA,Available
OGB,Available
OGC,Allocated
OGD,Available
OGE,Available
OGF,Available
OGG,Allocated
OGH,Available
OGI,Available
OGJ,Available
OGK,Available
OGL,Allocated
OGM,Available
OGN,Available
OGO,Available
OGP,Allocated
OGQ,Available
OGR,Available
OGS,Available
OGT,Allocated
OGU,Available
OGV,Available
OGW,Available
OGX,Available
OGY,Allocated
OGZ,Allocated
OHA,Available
OHB,Available
OHC,Available
OHD,Available
OHE,Allocated
OHF,Allocated
OHG,Available
OHH,Available
OHI,Allocated
OHJ,Available
OHK,Available
OHL,Available
OHM,Allocated
OHN,Allocated
OHO,Available
OHP,Available
OHQ,Available
OHR,Allocated
OHS,Reserved
OHT,Available
OHU,Available
OHV,Available
OHW,Available
OHX,Available
OHY,Available
OHZ,Available
OIA,Available
OIB,Available
OIC,Allocated
OID,Allocated
OIE,Available
OIF,Available
OIG,Available
OIH,Available
OII,Available
OIJ,Available
OIK,Available
OIL,Allocated
OIM,Reserved
OIN,Allocated
OIO,Available
OIP,Available
OIQ,Available
OIR,Allocated
OIS,Available
OIT,Available
OIU,Available
OIV,Available
OIW,Available
OIX,Available
OIY,Available
OIZ,Available
OJA,Allocated
OJB,Allocated
OJC,Reserved
OJD,Allocated
OJE,Allocated
OJF,Available
OJG,Available
OJH,Available
OJI,Available
OJJ,Available
OJK,Allocated
OJL,Available
OJM,Available
OJN,Available
OJO,Available
OJP,Allocated
OJQ,Available
OJR,Allocated
OJS,Allocated
OJT,Available
OJU,Available
OJV,Available
OJW,Allocated
OJX,Available
OJY,Available
OJZ,Available
OKA,Available
OKB,Available
OKC,Allocated
OKD,Available
OKE,Allocated
OKF,Allocated
OKG,Allocated
OKH,Allocated
OKI,Available
OKJ,Available
OKK,Allocated
OKL,Allocated
OKM,Available
OKN,Available
OKO,Available
OKP,Allocated
OKQ,Allocated
OKR,Available
OKS,Allocated
OKT,Available
OKU,Available
OKV,Available
OKW,Available
OKX,Available
OKY,Allocated
OKZ,Allocated
OLA,Available
OLB,Allocated
OLC,Available
OLD,Allocated
OLE,Allocated
OLF,Allocated
OLG,Allocated
OLH,Available
OLI,Allocated
OLJ,Available
OLK,Allocated
OLL,Allocated
OLM,Allocated
OLN,Allocated
OLO,Allocated
OLP,Available
OLQ,Available
OLR,Available
OLS,Available
OLT,Allocated
OLU,Available
OLV,Available
OLW,Available
OLX,Allocated
OLY,Reserved
OLZ,Available
OMA,Allocated
OMB,Available
OMC,Available
OMD,Reserved
OME,Available
OMF,Available
OMG,Allocated
OMH,Available
OMI,Allocated
OMJ,Available
OMK,Allocated
OML,Allocated
OMM,Allocated
OMN,Available
OMO,Allocated
OMP,Available
OMQ,Available
OMR,Available
OMS,Allocated
OMT,Allocated
OMU,Available
OMV,Allocated
OMW,Available
OMX,Available
OMY,Allocated
OMZ,Allocated
ONA,Available
ONB,Available
ONC,Allocated
OND,Available
ONE,Allocated
ONF,Allocated
ONG,Available
ONH,Allocated
ONI,Available
ONJ,Available
ONK,Available
ONL,Available
ONM,Allocated
ONN,Available
ONO,Allocated
ONP,Available
ONQ,Reserved
ONR,Available
ONS,Allocated
ONT,Available
ONU,Available
ONV,Allocated
ONW,Allocated
ONX,Available
ONY,Available
ONZ,Available
OOA,Available
OOB,Allocated
OOC,Allocated
OOD,Allocated
OOE,Available
OOF,Allocated
OOG,Not Allowed
OOH,Allocated
OOI,Available
OOJ,Available
OOK,Allocated
OOL,Allocated
OOM,Allocated
OON,Allocated
OOO,Allocated
OOP,Allocated
OOQ,Available
OOR,Available
OOS,Allocated
OOT,Allocated
OOU,Available
OOV,Available
OOW,Available
OOX,Available
OOY,Available
OOZ,Allocated
OPA,Allocated
OPB,Allocated
OPC,Allocated
OPD,Available
OPE,Available
OPF,Available
OPG,Available
OPH,Available
OPI,Available
OPJ,Available
OPK,Available
OPL,Available
OPM,Allocated
OPN,Available
OPO,Allocated
OPP,Available
OPQ,Allocated
OPR,Allocated
OPS,Allocated
OPT,Available
OPU,Allocated
OPV,Available
OPW,Available
OPX,Reserved
OPY,Reserved
OPZ,Available
OQA,Available
OQB,Available
OQC,Available
OQD,Available
OQE,Available
OQF,Available
OQG,Available
OQH,Allocated
OQI,Available
OQJ,Available
OQK,Available
OQL,Available
OQM,Available
OQN,Reserved
OQO,Available
OQP,Available
OQQ,Available
OQR,Available
OQS,Available
OQT,Available
OQU,Available
OQV,Available
OQW,Available
OQX,Available
OQY,Available
OQZ,Allocated
ORA,Allocated
ORB,Allocated
ORC,Reserved
ORD,Available
ORE,Available
ORF,Available
ORG,Available
ORH,Allocated
ORI,Allocated
ORJ,Available
ORK,Allocated
ORL,Available
ORM,Available
ORN,Allocated
ORO,Allocated
ORP,Allocated
ORQ,Available
ORR,Reserved
ORS,Allocated
ORT,Allocated
ORU,Allocated
ORV,Available
ORW,Available
ORX,Available
ORY,Available
ORZ,Available
OSA,Available
OSB,Available
OSC,Allocated
OSD,Available
OSE,Allocated
OSF,Available
OSG,Allocated
OSH,Allocated
OSI,Available
OSJ,Available
OSK,Allocated
OSL,Allocated
OSM,Allocated
OSN,Available
OSO,Allocated
OSP,Available
OSQ,Available
OSR,Available
OSS,Allocated
OST,Allocated
OSU,Available
OSV,Available
OSW,Available
OSX,Allocated
OSY,Allocated
OSZ,Available
OTA,Available
OTB,Allocated
OTC,Allocated
OTD,Allocated
OTE,Allocated
OTF,Reserved
OTG,Available
OTH,Available
OTI,Allocated
OTJ,Available
OTK,Allocated
OTL,Allocated
OTM,Allocated
OTN,Available
OTO,Allocated
OTP,Allocated
OTQ,Allocated
OTR,Allocated
OTS,Available
OTT,Allocated
OTU,Available
OTV,Allocated
OTW,Allocated
OTX,Available
OTY,Allocated
OTZ,Allocated
OUA,Available
OUB,Available
OUC,Allocated
OUD,Available
OUE,Allocated
OUF,Available
OUG,Available
OUH,Allocated
OUI,Allocated
OUJ,Available
OUK,Allocated
OUL,Available
OUM,Available
OUN,Allocated
OUO,Available
OUP,Available
OUQ,Available
OUR,Allocated
OUS,Available
OUT,Allocated
OUU,Available
OUV,Available
OUW,Available
OUX,Available
OUY,Available
OUZ,Allocated
OVA,Allocated
OVB,Allocated
OVC,Available
OVD,Allocated
OVE,Allocated
OVF,Allocated
OVG,Available
OVH,Available
OVI,Allocated
OVJ,Available
OVK,Available
OVL,Allocated
OVM,Available
OVN,Available
OVO,Available
OVP,Available
OVQ,Available
OVR,Allocated
OVS,Available
OVT,Allocated
OVU,Available
OVV,Allocated
OVW,Available
OVX,Allocated
OVY,Available
OVZ,Available
OWA,Available
OWB,Available
OWC,Allocated
OWD,Available
OWE,Available
OWF,Available
OWG,Allocated
OWH,Allocated
OWI,Available
OWJ,Available
OWK,Available
OWL,Allocated
OWM,Available
OWN,Available
OWO,Reserved
OWP,Available
OWQ,Available
OWR,Available
OWS,Available
OWT,Allocated
OWU,Available
OWV,Available
OWW,Available
OWX,Allocated
OWY,Available
OWZ,Available
OXA,Available
OXB,Available
OXC,Available
OXD,Available
OXE,Allocated
OXF,Allocated
OXG,Available
OXH,Available
OXI,Allocated
OXJ,Available
OXK,Available
OXL,Available
OXM,Available
OXN,Available
OXO,Allocated
OXP,Available
OXQ,Allocated
OXR,Available
OXS,Available
OXT,Available
OXU,Available
OXV,Available
OXW,Available
OXX,Allocated
OXY,Available
OXZ,Reserved
OYA,Available
OYB,Available
OYC,Available
OYD,Available
OYE,Available
OYF,Available
OYG,Allocated
OYH,Available
OYI,Available
OYJ,Available
OYK,Available
OYL,Available
OYM,Available
OYN,Allocated
OYO,Available
OYP,Available
OYQ,Available
OYR,Available
OYS,Available
OYT,Available
OYU,Available
OYV,Available
OYW,Available
OYX,Available
OYY,Available
OYZ,Available
OZA,Available
OZB,Available
OZC,Allocated
OZD,Reserved
OZE,Allocated
OZF,Available
OZG,Available
OZH,Allocated
OZI,Allocated
OZJ,Reserved
OZK,Allocated
OZL,Available
OZM,Available
OZN,Available
OZO,Allocated
OZP,Allocated
OZQ,Allocated
OZR,Available
OZS,Available
OZT,Allocated
OZU,Available
OZV,Allocated
OZW,Allocated
OZX,Allocated
OZY,Allocated
OZZ,Allocated
PAA,Allocated
PAB,Allocated
PAC,Allocated
PAD,Allocated
PAE,Allocated
PAF,Allocated
PAG,Reserved
PAH,Allocated
PAI,Allocated
PAJ,Allocated
PAK,Allocated
PAL,Reserved
PAM,Allocated
PAN,Allocated
PAO,Allocated
PAP,Allocated
PAQ,Allocated
PAR,Allocated
PAS,Allocated
PAT,Allocated
PAU,Allocated
PAV,Allocated
PAW,Allocated
PAX,Allocated
PAY,Reserved
PAZ,Allocated
PBA,Allocated
PBB,Allocated
PBC,Allocated
PBD,Allocated
PBE,Allocated
PBF,Allocated
PBG,Allocated
PBH,Allocated
PBI,Allocated
PBJ,Allocated
PBK,Allocated
PBL,Not Allowed
PBM,Allocated
PBN,Allocated
PBO,Allocated
PBP,Allocated
